location_name,location_url,search_rank,search_term,location_found
Second Stage Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d2523999-Reviews-Second_Stage_Theater-New_York_City_New_York.html,537,New York,"New York City, New York"
Salmagundi Museum of American Art,https://www.tripadvisor.com/Attraction_Review-g60763-d548780-Reviews-Salmagundi_Museum_of_American_Art-New_York_City_New_York.html,538,New York,"New York City, New York"
The New York Mosque,https://www.tripadvisor.com/Attraction_Review-g60763-d559105-Reviews-The_New_York_Mosque-New_York_City_New_York.html,539,New York,"New York City, New York"
Health/Fitness Clubs & Gyms (15),https://www.tripadvisor.com/Attractions-g60763-Activities-c40-t129-New_York_City_New_York.html,540,New York,"New York City, New York"
Merkin Concert Hall,https://www.tripadvisor.com/Attraction_Review-g60763-d555668-Reviews-Merkin_Concert_Hall-New_York_City_New_York.html,541,New York,"New York City, New York"
East River Waterfront Esplanade,https://www.tripadvisor.com/Attraction_Review-g60763-d10701478-Reviews-East_River_Waterfront_Esplanade-New_York_City_New_York.html,542,New York,"New York City, New York"
Daryl Roth Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d2406841-Reviews-Daryl_Roth_Theatre-New_York_City_New_York.html,543,New York,"New York City, New York"
Elmendorf Reformed Church,https://www.tripadvisor.com/Attraction_Review-g60763-d6481653-Reviews-Elmendorf_Reformed_Church-New_York_City_New_York.html,544,New York,"New York City, New York"
La Mama E.T.C.,https://www.tripadvisor.com/Attraction_Review-g60763-d555926-Reviews-La_Mama_E_T_C-New_York_City_New_York.html,545,New York,"New York City, New York"
The Garden at St. Lukes in the Fields,https://www.tripadvisor.com/Attraction_Review-g60763-d9597902-Reviews-The_Garden_at_St_Lukes_in_the_Fields-New_York_City_New_York.html,546,New York,"New York City, New York"
John Jay Park,https://www.tripadvisor.com/Attraction_Review-g60763-d6863814-Reviews-John_Jay_Park-New_York_City_New_York.html,547,New York,"New York City, New York"
Castle Williams,https://www.tripadvisor.com/Attraction_Review-g60763-d6952984-Reviews-Castle_Williams-New_York_City_New_York.html,548,New York,"New York City, New York"
St. Nicholas Russian Orthodox Cathedral,https://www.tripadvisor.com/Attraction_Review-g60763-d548710-Reviews-St_Nicholas_Russian_Orthodox_Cathedral-New_York_City_New_York.html,549,New York,"New York City, New York"
New York City Opera,https://www.tripadvisor.com/Attraction_Review-g60763-d1500987-Reviews-New_York_City_Opera-New_York_City_New_York.html,550,New York,"New York City, New York"
Statue of Lenin,https://www.tripadvisor.com/Attraction_Review-g60763-d7118941-Reviews-Statue_of_Lenin-New_York_City_New_York.html,551,New York,"New York City, New York"
Rose Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d10138408-Reviews-Rose_Theater-New_York_City_New_York.html,552,New York,"New York City, New York"
Tribeca Art Factory,https://www.tripadvisor.com/Attraction_Review-g60763-d8756428-Reviews-Tribeca_Art_Factory-New_York_City_New_York.html,553,New York,"New York City, New York"
Lilac Gallery,https://www.tripadvisor.com/Attraction_Review-g60763-d8625871-Reviews-Lilac_Gallery-New_York_City_New_York.html,554,New York,"New York City, New York"
Soldiers' and Sailors Monument New York,https://www.tripadvisor.com/Attraction_Review-g60763-d7269561-Reviews-Soldiers_and_Sailors_Monument_New_York-New_York_City_New_York.html,555,New York,"New York City, New York"
The Museum of Interesting Things,https://www.tripadvisor.com/Attraction_Review-g60763-d8595182-Reviews-The_Museum_of_Interesting_Things-New_York_City_New_York.html,556,New York,"New York City, New York"
Diamond District,https://www.tripadvisor.com/Attraction_Review-g60763-d10547212-Reviews-Diamond_District-New_York_City_New_York.html,557,New York,"New York City, New York"
Canaan Baptist Church of Christ,https://www.tripadvisor.com/Attraction_Review-g60763-d10826266-Reviews-Canaan_Baptist_Church_of_Christ-New_York_City_New_York.html,558,New York,"New York City, New York"
Aperture Foundation Gallery,https://www.tripadvisor.com/Attraction_Review-g60763-d6157842-Reviews-Aperture_Foundation_Gallery-New_York_City_New_York.html,559,New York,"New York City, New York"
The Bard Graduate Center,https://www.tripadvisor.com/Attraction_Review-g60763-d309306-Reviews-The_Bard_Graduate_Center-New_York_City_New_York.html,560,New York,"New York City, New York"
Ralph Bunche Park,https://www.tripadvisor.com/Attraction_Review-g60763-d3533762-Reviews-Ralph_Bunche_Park-New_York_City_New_York.html,561,New York,"New York City, New York"
Tiles For America,https://www.tripadvisor.com/Attraction_Review-g60763-d2081252-Reviews-Tiles_For_America-New_York_City_New_York.html,562,New York,"New York City, New York"
New York Theatre Experience,https://www.tripadvisor.com/Attraction_Review-g60763-d548535-Reviews-New_York_Theatre_Experience-New_York_City_New_York.html,563,New York,"New York City, New York"
The Pond,https://www.tripadvisor.com/Attraction_Review-g60763-d11871814-Reviews-The_Pond-New_York_City_New_York.html,564,New York,"New York City, New York"
CBS Building,https://www.tripadvisor.com/Attraction_Review-g60763-d615586-Reviews-CBS_Building-New_York_City_New_York.html,565,New York,"New York City, New York"
Cadillac House,https://www.tripadvisor.com/Attraction_Review-g60763-d10822275-Reviews-Cadillac_House-New_York_City_New_York.html,566,New York,"New York City, New York"
Shiloh Baptist Church,https://www.tripadvisor.com/Attraction_Review-g60763-d6656649-Reviews-Shiloh_Baptist_Church-New_York_City_New_York.html,567,New York,"New York City, New York"
Inwood Park,https://www.tripadvisor.com/Attraction_Review-g60763-d211649-Reviews-Inwood_Park-New_York_City_New_York.html,568,New York,"New York City, New York"
Strivers' Row,https://www.tripadvisor.com/Attraction_Review-g60763-d532133-Reviews-Strivers_Row-New_York_City_New_York.html,569,New York,"New York City, New York"
Austrian Cultural Forum New York,https://www.tripadvisor.com/Attraction_Review-g60763-d1540852-Reviews-Austrian_Cultural_Forum_New_York-New_York_City_New_York.html,570,New York,"New York City, New York"
The Pearl Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d5953909-Reviews-The_Pearl_Theatre-New_York_City_New_York.html,571,New York,"New York City, New York"
St. Nicholas Park,https://www.tripadvisor.com/Attraction_Review-g60763-d3486654-Reviews-St_Nicholas_Park-New_York_City_New_York.html,572,New York,"New York City, New York"
Vineyard Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d555938-Reviews-Vineyard_Theater-New_York_City_New_York.html,573,New York,"New York City, New York"
Maritime Industry Museum at Fort Schuyler,https://www.tripadvisor.com/Attraction_Review-g60763-d548546-Reviews-Maritime_Industry_Museum_at_Fort_Schuyler-New_York_City_New_York.html,574,New York,"New York City, New York"
Theater for the New City,https://www.tripadvisor.com/Attraction_Review-g60763-d555937-Reviews-Theater_for_the_New_City-New_York_City_New_York.html,575,New York,"New York City, New York"
Sara D Roosevelt Park,https://www.tripadvisor.com/Attraction_Review-g60763-d10404896-Reviews-Sara_D_Roosevelt_Park-New_York_City_New_York.html,576,New York,"New York City, New York"
Silverstein Family Park,https://www.tripadvisor.com/Attraction_Review-g60763-d10512802-Reviews-Silverstein_Family_Park-New_York_City_New_York.html,577,New York,"New York City, New York"
St. Vartan Armenian Cathedral,https://www.tripadvisor.com/Attraction_Review-g60763-d7779149-Reviews-St_Vartan_Armenian_Cathedral-New_York_City_New_York.html,578,New York,"New York City, New York"
Gotham Carriages,https://www.tripadvisor.com/Attraction_Review-g60763-d1724891-Reviews-Gotham_Carriages-New_York_City_New_York.html,579,New York,"New York City, New York"
The New Theater at 45th Street - Around the World in 80 Days,https://www.tripadvisor.com/Attraction_Review-g60763-d4551985-Reviews-The_New_Theater_at_45th_Street_Around_the_World_in_80_Days-New_York_City_New_York.html,580,New York,"New York City, New York"
More and More Antiques,https://www.tripadvisor.com/Attraction_Review-g60763-d3701580-Reviews-More_and_More_Antiques-New_York_City_New_York.html,581,New York,"New York City, New York"
Ebenezer Gospel Tabernacle,https://www.tripadvisor.com/Attraction_Review-g60763-d3784131-Reviews-Ebenezer_Gospel_Tabernacle-New_York_City_New_York.html,582,New York,"New York City, New York"
Bow Bridge,https://www.tripadvisor.com/Attraction_Review-g60763-d12150308-Reviews-Bow_Bridge-New_York_City_New_York.html,583,New York,"New York City, New York"
Karaoke Bars (13),https://www.tripadvisor.com/Attractions-g60763-Activities-c20-t105-New_York_City_New_York.html,584,New York,"New York City, New York"
Sheen Center,https://www.tripadvisor.com/Attraction_Review-g60763-d10080146-Reviews-Sheen_Center-New_York_City_New_York.html,585,New York,"New York City, New York"
Kehila Kedosha Janina,https://www.tripadvisor.com/Attraction_Review-g60763-d8552264-Reviews-Kehila_Kedosha_Janina-New_York_City_New_York.html,586,New York,"New York City, New York"
St. Mark's-in-the-Bowery Church,https://www.tripadvisor.com/Attraction_Review-g60763-d548708-Reviews-St_Mark_s_in_the_Bowery_Church-New_York_City_New_York.html,587,New York,"New York City, New York"
The National Jazz Museum in Harlem,https://www.tripadvisor.com/Attraction_Review-g60763-d6953125-Reviews-The_National_Jazz_Museum_in_Harlem-New_York_City_New_York.html,588,New York,"New York City, New York"
75 1/2 Bedford Street,https://www.tripadvisor.com/Attraction_Review-g60763-d7738943-Reviews-75_1_2_Bedford_Street-New_York_City_New_York.html,589,New York,"New York City, New York"
Discovering Columbus,https://www.tripadvisor.com/Attraction_Review-g60763-d3548414-Reviews-Discovering_Columbus-New_York_City_New_York.html,590,New York,"New York City, New York"
American Irish Historical Society,https://www.tripadvisor.com/Attraction_Review-g60763-d272519-Reviews-American_Irish_Historical_Society-New_York_City_New_York.html,591,New York,"New York City, New York"
King Jagiello Monument,https://www.tripadvisor.com/Attraction_Review-g60763-d7834867-Reviews-King_Jagiello_Monument-New_York_City_New_York.html,592,New York,"New York City, New York"
Bowling Alleys (2),https://www.tripadvisor.com/Attractions-g60763-Activities-c56-t128-New_York_City_New_York.html,593,New York,"New York City, New York"
Imagination Playground,https://www.tripadvisor.com/Attraction_Review-g60763-d3392961-Reviews-Imagination_Playground-New_York_City_New_York.html,594,New York,"New York City, New York"
"Vespa, Scooter & Moped Tours (1)",https://www.tripadvisor.com/Attractions-g60763-Activities-c42-t239-New_York_City_New_York.html,595,New York,"New York City, New York"
Sniffen Court Historic District,https://www.tripadvisor.com/Attraction_Review-g60763-d2401108-Reviews-Sniffen_Court_Historic_District-New_York_City_New_York.html,596,New York,"New York City, New York"
Billy Johnson Playground,https://www.tripadvisor.com/Attraction_Review-g60763-d109954-Reviews-Billy_Johnson_Playground-New_York_City_New_York.html,597,New York,"New York City, New York"
Armory Track,https://www.tripadvisor.com/Attraction_Review-g60763-d2624223-Reviews-Armory_Track-New_York_City_New_York.html,598,New York,"New York City, New York"
Fulton Fish Market,https://www.tripadvisor.com/Attraction_Review-g60763-d548691-Reviews-Fulton_Fish_Market-New_York_City_New_York.html,599,New York,"New York City, New York"
New York Grand Opera,https://www.tripadvisor.com/Attraction_Review-g60763-d555694-Reviews-New_York_Grand_Opera-New_York_City_New_York.html,600,New York,"New York City, New York"
Fantasy Forest Amusement Park at the Flushing Meadows Carousel,https://www.tripadvisor.com/Attraction_Review-g60763-d6563273-Reviews-Fantasy_Forest_Amusement_Park_at_the_Flushing_Meadows_Carousel-New_York_City_New_Y.html,601,New York,"New York City, New York"
Riverbank State Park,https://www.tripadvisor.com/Attraction_Review-g60763-d565030-Reviews-Riverbank_State_Park-New_York_City_New_York.html,602,New York,"New York City, New York"
Asphalt Green,https://www.tripadvisor.com/Attraction_Review-g60763-d548537-Reviews-Asphalt_Green-New_York_City_New_York.html,603,New York,"New York City, New York"
Isham Park,https://www.tripadvisor.com/Attraction_Review-g60763-d2691498-Reviews-Isham_Park-New_York_City_New_York.html,604,New York,"New York City, New York"
Museum of Reclaimed Urban Space (MoRUS),https://www.tripadvisor.com/Attraction_Review-g60763-d4459121-Reviews-Museum_of_Reclaimed_Urban_Space_MoRUS-New_York_City_New_York.html,605,New York,"New York City, New York"
Shrine of Frances Xavier Cabrini,https://www.tripadvisor.com/Attraction_Review-g60763-d1547195-Reviews-Shrine_of_Frances_Xavier_Cabrini-New_York_City_New_York.html,606,New York,"New York City, New York"
Mt Olivet Baptist Church,https://www.tripadvisor.com/Attraction_Review-g60763-d5788532-Reviews-Mt_Olivet_Baptist_Church-New_York_City_New_York.html,607,New York,"New York City, New York"
Jean Dubuffet - Group of Four Trees,https://www.tripadvisor.com/Attraction_Review-g60763-d7350629-Reviews-Jean_Dubuffet_Group_of_Four_Trees-New_York_City_New_York.html,608,New York,"New York City, New York"
St Andrew Church,https://www.tripadvisor.com/Attraction_Review-g60763-d4223389-Reviews-St_Andrew_Church-New_York_City_New_York.html,609,New York,"New York City, New York"
New York Society Library,https://www.tripadvisor.com/Attraction_Review-g60763-d6557559-Reviews-New_York_Society_Library-New_York_City_New_York.html,610,New York,"New York City, New York"
Church of Saint Agnes,https://www.tripadvisor.com/Attraction_Review-g60763-d5937823-Reviews-Church_of_Saint_Agnes-New_York_City_New_York.html,611,New York,"New York City, New York"
Library Way,https://www.tripadvisor.com/Attraction_Review-g60763-d7104457-Reviews-Library_Way-New_York_City_New_York.html,612,New York,"New York City, New York"
China Institute,https://www.tripadvisor.com/Attraction_Review-g60763-d309363-Reviews-China_Institute-New_York_City_New_York.html,613,New York,"New York City, New York"
Heather Garden,https://www.tripadvisor.com/Attraction_Review-g60763-d284007-Reviews-Heather_Garden-New_York_City_New_York.html,614,New York,"New York City, New York"
Kirk Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d4083896-Reviews-Kirk_Theatre-New_York_City_New_York.html,615,New York,"New York City, New York"
Mint Theater Company,https://www.tripadvisor.com/Attraction_Review-g60763-d6857176-Reviews-Mint_Theater_Company-New_York_City_New_York.html,616,New York,"New York City, New York"
No. 7 Washington Square,https://www.tripadvisor.com/Attraction_Review-g60763-d220065-Reviews-No_7_Washington_Square-New_York_City_New_York.html,617,New York,"New York City, New York"
New York Classical Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d4587767-Reviews-New_York_Classical_Theatre-New_York_City_New_York.html,618,New York,"New York City, New York"
Duane Park,https://www.tripadvisor.com/Attraction_Review-g60763-d615545-Reviews-Duane_Park-New_York_City_New_York.html,619,New York,"New York City, New York"
Firemen's Memorial,https://www.tripadvisor.com/Attraction_Review-g60763-d11605643-Reviews-Firemen_s_Memorial-New_York_City_New_York.html,620,New York,"New York City, New York"
Church of Our Savior,https://www.tripadvisor.com/Attraction_Review-g60763-d1019103-Reviews-Church_of_Our_Savior-New_York_City_New_York.html,621,New York,"New York City, New York"
I Heart Radio Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d3548150-Reviews-I_Heart_Radio_Theater-New_York_City_New_York.html,622,New York,"New York City, New York"
Giuseppe Verdi Monument,https://www.tripadvisor.com/Attraction_Review-g60763-d10347552-Reviews-Giuseppe_Verdi_Monument-New_York_City_New_York.html,623,New York,"New York City, New York"
Kimlau Square,https://www.tripadvisor.com/Attraction_Review-g60763-d10088156-Reviews-Kimlau_Square-New_York_City_New_York.html,624,New York,"New York City, New York"
AFA Gallery,https://www.tripadvisor.com/Attraction_Review-g60763-d4877266-Reviews-AFA_Gallery-New_York_City_New_York.html,625,New York,"New York City, New York"
51-53 Christopher Street,https://www.tripadvisor.com/Attraction_Review-g60763-d312007-Reviews-51_53_Christopher_Street-New_York_City_New_York.html,626,New York,"New York City, New York"
Citicorp Center,https://www.tripadvisor.com/Attraction_Review-g60763-d548844-Reviews-Citicorp_Center-New_York_City_New_York.html,627,New York,"New York City, New York"
Stage 72,https://www.tripadvisor.com/Attraction_Review-g60763-d1028579-Reviews-Stage_72-New_York_City_New_York.html,628,New York,"New York City, New York"
The Lotus Garden,https://www.tripadvisor.com/Attraction_Review-g60763-d8723973-Reviews-The_Lotus_Garden-New_York_City_New_York.html,629,New York,"New York City, New York"
26th Street Flea Market,https://www.tripadvisor.com/Attraction_Review-g60763-d218682-Reviews-26th_Street_Flea_Market-New_York_City_New_York.html,630,New York,"New York City, New York"
Alice Tully Hall,https://www.tripadvisor.com/Attraction_Review-g60763-d11738101-Reviews-Alice_Tully_Hall-New_York_City_New_York.html,631,New York,"New York City, New York"
Gapstow Bridge,https://www.tripadvisor.com/Attraction_Review-g60763-d10779530-Reviews-Gapstow_Bridge-New_York_City_New_York.html,632,New York,"New York City, New York"
Stephen A. Schwarzman Building,https://www.tripadvisor.com/Attraction_Review-g60763-d3515849-Reviews-Stephen_A_Schwarzman_Building-New_York_City_New_York.html,633,New York,"New York City, New York"
Theatre 80 Saint Marks,https://www.tripadvisor.com/Attraction_Review-g60763-d3758847-Reviews-Theatre_80_Saint_Marks-New_York_City_New_York.html,634,New York,"New York City, New York"
Mitzi E. Newhouse,https://www.tripadvisor.com/Attraction_Review-g60763-d555929-Reviews-Mitzi_E_Newhouse-New_York_City_New_York.html,635,New York,"New York City, New York"
Police Academy Museum,https://www.tripadvisor.com/Attraction_Review-g60763-d548756-Reviews-Police_Academy_Museum-New_York_City_New_York.html,636,New York,"New York City, New York"
Hester Street Fair,https://www.tripadvisor.com/Attraction_Review-g60763-d1793972-Reviews-Hester_Street_Fair-New_York_City_New_York.html,637,New York,"New York City, New York"
Beresford,https://www.tripadvisor.com/Attraction_Review-g60763-d615600-Reviews-Beresford-New_York_City_New_York.html,638,New York,"New York City, New York"
Church of Our Lady of Guadalupe,https://www.tripadvisor.com/Attraction_Review-g60763-d10041241-Reviews-Church_of_Our_Lady_of_Guadalupe-New_York_City_New_York.html,639,New York,"New York City, New York"
Miller Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d555669-Reviews-Miller_Theatre-New_York_City_New_York.html,640,New York,"New York City, New York"
St. Luke's Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d8061892-Reviews-St_Luke_s_Theatre-New_York_City_New_York.html,641,New York,"New York City, New York"
Cakeshop,https://www.tripadvisor.com/Attraction_Review-g60763-d2253993-Reviews-Cakeshop-New_York_City_New_York.html,642,New York,"New York City, New York"
Our Lady of Pompeii,https://www.tripadvisor.com/Attraction_Review-g60763-d8684445-Reviews-Our_Lady_of_Pompeii-New_York_City_New_York.html,643,New York,"New York City, New York"
Museum of Comic and Cartoon Art MOCCA NYC,https://www.tripadvisor.com/Attraction_Review-g60763-d1798542-Reviews-Museum_of_Comic_and_Cartoon_Art_MOCCA_NYC-New_York_City_New_York.html,644,New York,"New York City, New York"
Kerr Theater Forever Tango,https://www.tripadvisor.com/Attraction_Review-g60763-d4547554-Reviews-Kerr_Theater_Forever_Tango-New_York_City_New_York.html,645,New York,"New York City, New York"
Saint Peter’s Church,https://www.tripadvisor.com/Attraction_Review-g60763-d4974875-Reviews-Saint_Peter_s_Church-New_York_City_New_York.html,646,New York,"New York City, New York"
Pier 54,https://www.tripadvisor.com/Attraction_Review-g60763-d8545643-Reviews-Pier_54-New_York_City_New_York.html,647,New York,"New York City, New York"
Madison Square Park,https://www.tripadvisor.com/Attraction_Review-g60763-d11887601-Reviews-Madison_Square_Park-New_York_City_New_York.html,648,New York,"New York City, New York"
Hauser & Wirth,https://www.tripadvisor.com/Attraction_Review-g60763-d9886709-Reviews-Hauser_Wirth-New_York_City_New_York.html,649,New York,"New York City, New York"
Seidenberg Antiques,https://www.tripadvisor.com/Attraction_Review-g60763-d8414329-Reviews-Seidenberg_Antiques-New_York_City_New_York.html,650,New York,"New York City, New York"
Church of Our Lady of Mount Carmel,https://www.tripadvisor.com/Attraction_Review-g60763-d8077789-Reviews-Church_of_Our_Lady_of_Mount_Carmel-New_York_City_New_York.html,651,New York,"New York City, New York"
Bruce Reynold’s Garden,https://www.tripadvisor.com/Attraction_Review-g60763-d6963839-Reviews-Bruce_Reynold_s_Garden-New_York_City_New_York.html,652,New York,"New York City, New York"
The Renee and Chaim Gross Foundation,https://www.tripadvisor.com/Attraction_Review-g60763-d5288719-Reviews-The_Renee_and_Chaim_Gross_Foundation-New_York_City_New_York.html,653,New York,"New York City, New York"
Lik Soho,https://www.tripadvisor.com/Attraction_Review-g60763-d3387126-Reviews-Lik_Soho-New_York_City_New_York.html,654,New York,"New York City, New York"
Momenta Art,https://www.tripadvisor.com/Attraction_Review-g60763-d555492-Reviews-Momenta_Art-New_York_City_New_York.html,655,New York,"New York City, New York"
Corpus Christi Church,https://www.tripadvisor.com/Attraction_Review-g60763-d548849-Reviews-Corpus_Christi_Church-New_York_City_New_York.html,656,New York,"New York City, New York"
Dicapo Opera Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d273199-Reviews-Dicapo_Opera_Theatre-New_York_City_New_York.html,657,New York,"New York City, New York"
Kelly Temple,https://www.tripadvisor.com/Attraction_Review-g60763-d263865-Reviews-Kelly_Temple-New_York_City_New_York.html,658,New York,"New York City, New York"
Grey Art Gallery NYU,https://www.tripadvisor.com/Attraction_Review-g60763-d136958-Reviews-Grey_Art_Gallery_NYU-New_York_City_New_York.html,659,New York,"New York City, New York"
SoHo Antique and Flea Market,https://www.tripadvisor.com/Attraction_Review-g60763-d218651-Reviews-SoHo_Antique_and_Flea_Market-New_York_City_New_York.html,660,New York,"New York City, New York"
Ancient Playground,https://www.tripadvisor.com/Attraction_Review-g60763-d10675665-Reviews-Ancient_Playground-New_York_City_New_York.html,661,New York,"New York City, New York"
Peter Detmold Park,https://www.tripadvisor.com/Attraction_Review-g60763-d3533522-Reviews-Peter_Detmold_Park-New_York_City_New_York.html,662,New York,"New York City, New York"
Caywood Vineyards,https://www.tripadvisor.com/Attraction_Review-g60763-d5112517-Reviews-Caywood_Vineyards-New_York_City_New_York.html,663,New York,"New York City, New York"
Sperone Westwater,https://www.tripadvisor.com/Attraction_Review-g60763-d2514433-Reviews-Sperone_Westwater-New_York_City_New_York.html,664,New York,"New York City, New York"
Dinner Theaters (4),https://www.tripadvisor.com/Attractions-g60763-Activities-c58-t117-New_York_City_New_York.html,665,New York,"New York City, New York"
The Flea,https://www.tripadvisor.com/Attraction_Review-g60763-d3396024-Reviews-The_Flea-New_York_City_New_York.html,666,New York,"New York City, New York"
T.J. Maxx,https://www.tripadvisor.com/Attraction_Review-g60763-d11742766-Reviews-T_J_Maxx-New_York_City_New_York.html,667,New York,"New York City, New York"
Royale Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d548784-Reviews-Royale_Theater-New_York_City_New_York.html,668,New York,"New York City, New York"
Queen of Greene Street,https://www.tripadvisor.com/Attraction_Review-g60763-d615738-Reviews-Queen_of_Greene_Street-New_York_City_New_York.html,669,New York,"New York City, New York"
Liz Christy Bowery Houston Community Garden,https://www.tripadvisor.com/Attraction_Review-g60763-d284008-Reviews-Liz_Christy_Bowery_Houston_Community_Garden-New_York_City_New_York.html,670,New York,"New York City, New York"
William Cullen Bryant Statue,https://www.tripadvisor.com/Attraction_Review-g60763-d9862207-Reviews-William_Cullen_Bryant_Statue-New_York_City_New_York.html,671,New York,"New York City, New York"
One Chase Manhattan Plaza,https://www.tripadvisor.com/Attraction_Review-g60763-d615585-Reviews-One_Chase_Manhattan_Plaza-New_York_City_New_York.html,672,New York,"New York City, New York"
Saint Sava Serbian Orthodox Cathedral,https://www.tripadvisor.com/Attraction_Review-g60763-d8002887-Reviews-Saint_Sava_Serbian_Orthodox_Cathedral-New_York_City_New_York.html,673,New York,"New York City, New York"
Salem United Methodist Church,https://www.tripadvisor.com/Attraction_Review-g60763-d12244559-Reviews-Salem_United_Methodist_Church-New_York_City_New_York.html,674,New York,"New York City, New York"
"Banksy's ""Hammer Boy""",https://www.tripadvisor.com/Attraction_Review-g60763-d11757523-Reviews-Banksy_s_Hammer_Boy-New_York_City_New_York.html,675,New York,"New York City, New York"
The Center for Book Arts,https://www.tripadvisor.com/Attraction_Review-g60763-d11652770-Reviews-The_Center_for_Book_Arts-New_York_City_New_York.html,676,New York,"New York City, New York"
Electric Zoo,https://www.tripadvisor.com/Attraction_Review-g60763-d10020648-Reviews-Electric_Zoo-New_York_City_New_York.html,677,New York,"New York City, New York"
Dana Discovery Center,https://www.tripadvisor.com/Attraction_Review-g60763-d110273-Reviews-Dana_Discovery_Center-New_York_City_New_York.html,678,New York,"New York City, New York"
Graffiti Hall of Fame,https://www.tripadvisor.com/Attraction_Review-g60763-d10270499-Reviews-Graffiti_Hall_of_Fame-New_York_City_New_York.html,679,New York,"New York City, New York"
Kayaking & Canoeing (4),https://www.tripadvisor.com/Attractions-g60763-Activities-c61-t191-New_York_City_New_York.html,680,New York,"New York City, New York"
Brooklyn Municipal Building,https://www.tripadvisor.com/Attraction_Review-g60763-d9857286-Reviews-Brooklyn_Municipal_Building-New_York_City_New_York.html,681,New York,"New York City, New York"
Antiques Flea and Farmers' Market at P.S. 183,https://www.tripadvisor.com/Attraction_Review-g60763-d218649-Reviews-Antiques_Flea_and_Farmers_Market_at_P_S_183-New_York_City_New_York.html,682,New York,"New York City, New York"
Grolier Club,https://www.tripadvisor.com/Attraction_Review-g60763-d11882711-Reviews-Grolier_Club-New_York_City_New_York.html,683,New York,"New York City, New York"
De Witt Clinton Park,https://www.tripadvisor.com/Attraction_Review-g60763-d10693319-Reviews-De_Witt_Clinton_Park-New_York_City_New_York.html,684,New York,"New York City, New York"
Joey Ramone Place,https://www.tripadvisor.com/Attraction_Review-g60763-d10473712-Reviews-Joey_Ramone_Place-New_York_City_New_York.html,685,New York,"New York City, New York"
Turtle Pond,https://www.tripadvisor.com/Attraction_Review-g60763-d10593581-Reviews-Turtle_Pond-New_York_City_New_York.html,686,New York,"New York City, New York"
Golf Courses (3),https://www.tripadvisor.com/Attractions-g60763-Activities-c61-t60-New_York_City_New_York.html,687,New York,"New York City, New York"
Midtown Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d2442324-Reviews-Midtown_Theater-New_York_City_New_York.html,688,New York,"New York City, New York"
Liberty Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d7281035-Reviews-Liberty_Theater-New_York_City_New_York.html,689,New York,"New York City, New York"
The Broken Kilometer,https://www.tripadvisor.com/Attraction_Review-g60763-d5037076-Reviews-The_Broken_Kilometer-New_York_City_New_York.html,690,New York,"New York City, New York"
The Playroom NYC,https://www.tripadvisor.com/Attraction_Review-g60763-d10501398-Reviews-The_Playroom_NYC-New_York_City_New_York.html,691,New York,"New York City, New York"
"Machpelah Cemetery, site of Houdini's grave",https://www.tripadvisor.com/Attraction_Review-g60763-d10321008-Reviews-Machpelah_Cemetery_site_of_Houdini_s_grave-New_York_City_New_York.html,692,New York,"New York City, New York"
The Gym at Judson,https://www.tripadvisor.com/Attraction_Review-g60763-d10174353-Reviews-The_Gym_at_Judson-New_York_City_New_York.html,693,New York,"New York City, New York"
IGT Jewelry Shopping Mall,https://www.tripadvisor.com/Attraction_Review-g60763-d10034663-Reviews-IGT_Jewelry_Shopping_Mall-New_York_City_New_York.html,694,New York,"New York City, New York"
Tribeca Film Festival,https://www.tripadvisor.com/Attraction_Review-g60763-d10020612-Reviews-Tribeca_Film_Festival-New_York_City_New_York.html,695,New York,"New York City, New York"
Church of St Charles Borromeo,https://www.tripadvisor.com/Attraction_Review-g60763-d9754686-Reviews-Church_of_St_Charles_Borromeo-New_York_City_New_York.html,696,New York,"New York City, New York"
Cathedral Church of St. Thomas the Apostle,https://www.tripadvisor.com/Attraction_Review-g60763-d8137827-Reviews-Cathedral_Church_of_St_Thomas_the_Apostle-New_York_City_New_York.html,697,New York,"New York City, New York"
New Amsterdam Market,https://www.tripadvisor.com/Attraction_Review-g60763-d3339809-Reviews-New_Amsterdam_Market-New_York_City_New_York.html,698,New York,"New York City, New York"
Paine Webber Art Gallery,https://www.tripadvisor.com/Attraction_Review-g60763-d615634-Reviews-Paine_Webber_Art_Gallery-New_York_City_New_York.html,699,New York,"New York City, New York"
Gladstone Gallery,https://www.tripadvisor.com/Attraction_Review-g60763-d555462-Reviews-Gladstone_Gallery-New_York_City_New_York.html,700,New York,"New York City, New York"
