addon_name,addon_url,search_rank,active_user,size,version,release_date,number_review,rating,author_name,author_homepage,is_error,platform,search_term
PDF Mage,https://addons.mozilla.org/en-US/firefox/addon/pdf-mage/?src=search,1,31150,30.1 KiB,1.0.3,2016-08-17T08:21:47Z,56,4.1607,PDF Mage,,False,Firefox,pdf
Print Friendly & PDF,https://addons.mozilla.org/en-US/firefox/addon/print-friendly-pdf/?src=search,2,37393,17.7 KiB,2.0.2,2015-10-10T06:28:03Z,76,3.4079,Print Friendly & PDF,http://www.printfriendly.com/,False,Firefox,pdf
Save as PDF,https://addons.mozilla.org/en-US/firefox/addon/save-as-pdf/?src=search,3,79886,60.8 KiB,1.5.1-signed.1-signed,2010-11-02T03:03:02Z,147,2.4354,Pdfcrowd Team,,False,Firefox,pdf
DIRECT PDF DOWNLOAD,https://addons.mozilla.org/en-US/firefox/addon/direct-pdf-download/?src=search,4,31949,5.6 KiB,0.1.2.1-signed.1-signed,2014-12-24T06:32:50Z,15,3.0,kamesh rajak,http://kamesh.cf/,False,Firefox,pdf
Pdf Creator,https://addons.mozilla.org/en-US/firefox/addon/webpage-to-pdf/?src=search,5,20918,1.3 MiB,0.1.9,2016-07-05T18:53:35Z,20,3.4,xprimus,,False,Firefox,pdf
Website to PDF,https://addons.mozilla.org/en-US/firefox/addon/website-to-pdf/?src=search,6,5187,118.2 KiB,1.4,2016-11-14T11:33:57Z,3,1.0,lipocodes,,False,Firefox,pdf
"Google Docs Viewer (PDF, DOCX, PPTX, XLSX, etc...)",https://addons.mozilla.org/en-US/firefox/addon/google-docs-viewer-pdf-doc-/?src=search,7,53907,9.9 KiB,1.8.9.1-signed.1-signed,2013-11-18T06:30:48Z,64,3.7656,Adon,https://secure.ie.cuhk.edu.hk/~fph008/phfung/,False,Firefox,pdf
PDF editor online,https://addons.mozilla.org/en-US/firefox/addon/editor-pdf-online/?src=search,8,3055,306.8 KiB,1.0.3,2017-02-16T15:57:41Z,17,4.2353,officeonlinesystems,http://www.offidocs.com,False,Firefox,pdf
PDF Download,https://addons.mozilla.org/en-US/firefox/addon/pdf-download/?src=search,9,56808,160.6 KiB,3.0.0.2.1-signed.1-signed,2011-02-02T13:20:22Z,690,2.3275,Nitro PDF Software,http://www.pdfdownload.org,False,Firefox,pdf
PDF Search Engine and PDF Viewer Toolbar,https://addons.mozilla.org/en-US/firefox/addon/pdf-search-engine-and-pdf-view/?src=search,10,1879,11.7 KiB,1.4.1-signed.1-signed,2012-07-23T10:45:27Z,12,2.5833,sas,http://avidpdf.com,False,Firefox,pdf
PDF Plugin for Firefox on Mac OS X,https://addons.mozilla.org/en-US/firefox/addon/pdf-plugin-for-firefox-on-mac-/?src=search,11,5893,79.0 KiB,1.1.3,2009-11-26T22:39:53Z,242,4.0785,Sam Gross,http://web.mit.edu/sgross/www,False,Firefox,pdf
Literal - PDF Reader,https://addons.mozilla.org/en-US/firefox/addon/literal-pdf-reader/?src=search,12,1299,19.7 KiB,1.0.10,2016-09-18T19:30:19Z,1,4.0,literal,,False,Firefox,pdf
Ebook PDF Search Engine and Viewer Toolbar,https://addons.mozilla.org/en-US/firefox/addon/ebook-pdf-search-engine-and-vi/?src=search,13,1408,7.7 KiB,1.4.1-signed.1-signed,2011-11-07T05:07:47Z,12,2.6667,pinglimo,http://openpdf.com,False,Firefox,pdf
PrintPDF,https://addons.mozilla.org/en-US/firefox/addon/printpdf/?src=search,14,34725,13.4 KiB,0.76.1-signed.1-signed,2010-01-21T15:08:53Z,197,3.3198,Stuart Parmenter,http://www.pavlov.net/,False,Firefox,pdf
WebToPDF,https://addons.mozilla.org/en-US/firefox/addon/webtopdf/?src=search,15,18700,35.7 KiB,12.10,2017-02-24T09:26:23Z,30,4.1,Manish Patel,,False,Firefox,pdf
Web2PDF Converter,https://addons.mozilla.org/en-US/firefox/addon/web2pdf-converter/?src=search,16,30447,14.2 KiB,1.12.1-signed.1-let-fixed.1-signed,2011-06-29T23:05:12Z,93,3.5054,Tomas Rutkauskas,http://www.web2pdfconvert.com,False,Firefox,pdf
Text to PDF file,https://addons.mozilla.org/en-US/firefox/addon/text-to-pdf-file/?src=search,17,2042,200.0 KiB,1.3.1,2016-01-22T03:13:23Z,3,3.6667,Francesco De Stefano,http://ulmdesign.mediamaster.eu/,False,Firefox,pdf
pdfViewerSwitcher,https://addons.mozilla.org/en-US/firefox/addon/pdfviewerswitcher/?src=search,18,17000,21.2 KiB,0.8.2,2015-08-13T13:12:24Z,5,4.2,jmozmoz,,False,Firefox,pdf
PDF Wise,https://addons.mozilla.org/en-US/firefox/addon/pdf-wise/?src=search,19,16,5.6 KiB,3.6,2017-04-25T13:58:56Z,0,0.0,HarlanGertz,,False,Firefox,pdf
url to PDF,https://addons.mozilla.org/en-US/firefox/addon/url-to-pdf/?src=search,20,536,46.6 KiB,1.0.0,2016-10-25T20:18:13Z,1,1.0,Nasaif Team,,False,Firefox,pdf
PDF Search Engine,https://addons.mozilla.org/en-US/firefox/addon/pdf-search-engine/?src=search,21,,1.0 KiB,20100608,2010-06-08T22:29:11Z,4,1.75,PDF Pick,http://www.pdfpick.com,False,Firefox,pdf
PDF to Images Converter,https://addons.mozilla.org/en-US/firefox/addon/pdf-to-images-converter/?src=search,22,623,378.7 KiB,1.2.0,2016-04-13T15:01:18Z,0,0.0,Francesco De Stefano,http://ulmdesign.mediamaster.eu/,False,Firefox,pdf
LINER - Web/PDF Highlighter,https://addons.mozilla.org/en-US/firefox/addon/liner-web-pdf-highlighter/?src=search,23,147,18.8 MiB,1.0.3,2017-02-21T07:26:52Z,2,5.0,LINER,http://getliner.com,False,Firefox,pdf
gPDF,https://addons.mozilla.org/en-US/firefox/addon/gpdf/?src=search,24,2354,16.0 KiB,4.0.2.1-signed.1-signed,2012-05-05T04:30:31Z,32,3.5938,gPDF,,False,Firefox,pdf
Web2PDF,https://addons.mozilla.org/en-US/firefox/addon/web2pdf/?src=search,25,4242,176.3 KiB,1.2.1.1-signed.1-signed,2013-06-19T14:42:18Z,21,3.0476,abhi201090,,False,Firefox,pdf
PDF Ebook Search Engine and Reader,https://addons.mozilla.org/en-US/firefox/addon/pdf-ebook-search-engine-and-re/?src=search,26,18,3.0 KiB,1.0,2010-04-05T21:27:06Z,1,4.0,Liuxurong,http://pdf-ebook.org/,False,Firefox,pdf
.PDF files,https://addons.mozilla.org/en-US/firefox/addon/pdf-files/?src=search,27,,1.0 KiB,20120219,2012-02-19T14:24:29Z,0,0.0,,,False,Firefox,pdf
Only PDF,https://addons.mozilla.org/en-US/firefox/addon/only-pdf/?src=search,28,,2.0 KiB,20100426,2010-04-26T03:18:46Z,3,5.0,Arthur Panov,http://delanet.ru,False,Firefox,pdf
Scribd.com PDF Downloader,https://addons.mozilla.org/en-US/firefox/addon/scribd-pdf-downloader-v20/?src=search,29,3415,7.7 KiB,2.2.1-signed.1-signed,2014-06-04T00:30:33Z,23,1.8696,yanarp,http://www.dlbytes.com/,False,Firefox,pdf
iprotocol PDF manipulation addon,https://addons.mozilla.org/en-US/firefox/addon/iprotocol-addon/?src=search,30,115,9.6 MiB,0.0.4,2016-08-12T13:58:53Z,0,0.0,wallace correa de souza,,False,Firefox,pdf
PDF Viewer(discontinued),https://addons.mozilla.org/en-US/firefox/addon/pdfjs/?src=search,31,60723,1.9 MiB,1.0.277.1-signed.1-signed,2014-06-10T15:58:18Z,249,3.6265,Mozilla Labs,http://mozillalabs.com/,False,Firefox,pdf
PDF eBook Searches,https://addons.mozilla.org/en-US/firefox/addon/pdf-ebook-searches/?src=search,32,,1.0 KiB,20100714,2010-07-14T22:19:22Z,3,2.6667,findpdf,http://www.findpdf.us/,False,Firefox,pdf
Soda PDF Online Services,https://addons.mozilla.org/en-US/firefox/addon/soda-pdf-online-services/?src=search,33,921,106.9 KiB,1.0.6.0.1-signed.1-signed,2015-01-15T02:17:47Z,2,5.0,LULU Software,http://www.lulusoftware.com/,False,Firefox,pdf
EdocFind Ebook PDF Search Engine,https://addons.mozilla.org/en-US/firefox/addon/ebook-pdf-search-engi/?src=search,34,,2.0 KiB,20100521,2010-05-21T16:10:38Z,5,4.8,the_lifebook,http://www.edocfind.com,False,Firefox,pdf
"PDF Search Engine, Ebook Search Engine",https://addons.mozilla.org/en-US/firefox/addon/Edocfind-PDF-Search-engine/?src=search,35,,1.0 KiB,20110518,2011-05-18T02:46:08Z,0,0.0,the_lifebook,http://www.edocfind.com,False,Firefox,pdf
openpdf - Ebook PDF Search Engine and Viewer,https://addons.mozilla.org/en-US/firefox/addon/openpdf-ebook-pdf-search-engin/?src=search,36,,538 Bytes,20121123,2012-11-23T13:07:51Z,1,5.0,Mobile,,False,Firefox,pdf
PDF-Google-Finder,https://addons.mozilla.org/en-US/firefox/addon/pdf-google-finder/?src=search,37,229,5.8 KiB,1.0.1-signed.1-signed,2008-04-14T09:57:45Z,1,5.0,Andreas Frank,,False,Firefox,pdf
PDF Control,https://addons.mozilla.org/en-US/firefox/addon/pdf-control/?src=search,38,509,7.0 KiB,0.1.1.1-signed.1-signed,2014-08-07T12:07:37Z,1,5.0,def00111,,False,Firefox,pdf
Free PDF to Word Converter,https://addons.mozilla.org/en-US/firefox/addon/pdf-to-word/?src=search,39,2941,92.4 KiB,1.0.1.0.1-signed.1-signed,2012-05-07T02:38:42Z,4,4.0,"Wondershare Software Co, Ltd.",http://www.free-pdftoword.com/,False,Firefox,pdf
,https://addons.mozilla.org/en-US/firefox/addon/none-85791-1/?src=search,40,44,8.0 KiB,0.0.1.20100217,2010-02-24T06:19:23Z,1,4.0,hondams,,False,Firefox,pdf
Free Ebook PDF Search Engine Toolbar,https://addons.mozilla.org/en-US/firefox/addon/free-ebook-pdf-search-engin/?src=search,41,37,9.6 KiB,1.0.1-signed.1-signed,2011-03-31T20:45:39Z,3,3.6667,anamyw,,False,Firefox,pdf
PDFescape Extension,https://addons.mozilla.org/en-US/firefox/addon/pdfescape-extension/?src=search,42,10457,30.1 KiB,0.17.1-signed.1-signed,2011-06-23T09:14:35Z,55,2.4182,Red Software,http://www.redsoftware.com,False,Firefox,pdf
aeroPDF.com Search,https://addons.mozilla.org/en-US/firefox/addon/aeropdfcom-search/?src=search,43,,2.0 KiB,20090710,2009-07-10T16:06:22Z,0,0.0,Amir Ahmetovic,http://www.aeromp3.com,False,Firefox,pdf
url2pdf,https://addons.mozilla.org/en-US/firefox/addon/url2pdf/?src=search,44,673,17.0 KiB,0.1.1-signed.1-signed,2014-08-27T10:17:52Z,6,3.5,kadukeitor,,False,Firefox,pdf
eBook PDF Search Engine and Online PDF Viewer,https://addons.mozilla.org/en-US/firefox/addon/ebook-pdf-search-engine-and/?src=search,45,1,5.0 KiB,1.0,2011-02-23T21:19:29Z,0,0.0,cyber24,http://pdfdbase.net/,False,Firefox,pdf
Podio PDF editor for ESTEQ,https://addons.mozilla.org/en-US/firefox/addon/esteq-podio/?src=search,46,29,14.6 KiB,0.2.1,2015-07-23T03:51:38Z,0,0.0,Juan Coetzer,,False,Firefox,pdf
Print Edit,https://addons.mozilla.org/en-US/firefox/addon/print-edit/?src=search,47,121218,191.7 KiB,18.1,2017-04-19T09:23:40Z,294,4.6837,DW-dev,,False,Firefox,pdf
LinksToPDF,https://addons.mozilla.org/en-US/firefox/addon/copyalllinkspdf/?src=search,48,47,29.8 KiB,1,2016-05-04T06:30:07Z,0,0.0,Manish Patel,,False,Firefox,pdf
pdfit,https://addons.mozilla.org/en-US/firefox/addon/pdfit/?src=search,49,14867,22.4 KiB,1.15.1-signed.1-signed,2010-01-22T21:59:42Z,129,3.9535,furnman,,False,Firefox,pdf
ZotFile,https://addons.mozilla.org/en-US/firefox/addon/zotfile/?src=search,50,14506,476.6 KiB,4.2.8,2017-02-04T22:19:25Z,21,4.7619,Joscha,,False,Firefox,pdf
Native text to speech ( tts ),https://addons.mozilla.org/en-US/firefox/addon/native-tts/?src=search,51,1609,10.3 KiB,0.5.3,2016-10-03T23:54:02Z,30,4.2333,ulf3000,,False,Firefox,pdf
UserManualPDF,https://addons.mozilla.org/en-US/firefox/addon/usermanualpdf/?src=search,52,,1.0 KiB,20110413,2011-04-13T13:03:20Z,1,5.0,CarSearch,http://www.usedcarssearch.net/,False,Firefox,pdf
Full Web Page Screenshots (♥♥♥♥♥),https://addons.mozilla.org/en-US/firefox/addon/fireshot/?src=search,53,275196,2.9 MiB,0.98.89,2016-08-27T16:22:53Z,480,4.6917,susbox,http://getfireshot.com/,False,Firefox,pdf
Docs Online Viewer,https://addons.mozilla.org/en-US/firefox/addon/docs-online-viewer/?src=search,54,5805,13.9 KiB,5.5.5,2016-02-07T18:22:27Z,13,4.1538,Deekshith Allamaneni,https://github.com/adeekshith/,False,Firefox,pdf
Google Documents Viewer,https://addons.mozilla.org/en-US/firefox/addon/google-documents-viewer/?src=search,55,2380,175.6 KiB,0.10.1.1.1-signed.1-signed,2013-06-19T14:33:55Z,1,3.0,Romain B.,,False,Firefox,pdf
1-click Online Document View,https://addons.mozilla.org/en-US/firefox/addon/1-click-online-document-view/?src=search,56,1911,11.8 KiB,2.3.1-signed.1-signed,2012-09-16T08:26:13Z,5,3.6,vinay,,False,Firefox,pdf
