addon_name,addon_url,search_rank,search_term,platform
Hacked News,https://chrome.google.com/webstore/detail/hacked-news/klijiafmajbhbkhjbfajmdbogjlcibeb,228,news,Chrome
Boston Red Sox News,https://chrome.google.com/webstore/detail/boston-red-sox-news/enaojehdeihlkdmiokahilcjjdieojhm,229,news,Chrome
Aajkiawaaz.com,https://chrome.google.com/webstore/detail/aajkiawaazcom/hmccigdfaigeaokdaheibbdflmdjgdgc,230,news,Chrome
Terra Incognita: 1000 Cities of the World,https://chrome.google.com/webstore/detail/terra-incognita-1000-citi/hpiijgedgifmfegahhaaoamckbliijih,231,news,Chrome
Fluminense News,https://chrome.google.com/webstore/detail/fluminense-news/aokcikilfhiapjkdphbnpiappoaebgid,232,news,Chrome
MLB by ScoopsZone,https://chrome.google.com/webstore/detail/mlb-by-scoopszone/hfacmfdhcfonfcbkbepgkkmhibjbhfac,233,news,Chrome
ESPNCricinfo,https://chrome.google.com/webstore/detail/espncricinfo/ijhlikjoigjegofbedmfmlcfkmhabldh,234,news,Chrome
Healthcare Guys Digital Health News Curator,https://chrome.google.com/webstore/detail/healthcare-guys-digital-h/hkkcemdlpcikkadbbcedmgdhcjpjdaeg,235,news,Chrome
Hacker News Feed,https://chrome.google.com/webstore/detail/hacker-news-feed/gnbcehahhollgehdncegnjcoflocfghb,236,news,Chrome
Mock This by MetaCert,https://chrome.google.com/webstore/detail/mock-this-by-metacert/felmjclcjadopolhjmlbemfekjaojfbn,237,news,Chrome
MotoGP News,https://chrome.google.com/webstore/detail/motogp-news/nndjmppcicacmkgeeckfbpjpalocijld,238,news,Chrome
NBA ScoopsZone,https://chrome.google.com/webstore/detail/nba-scoopszone/pooiemhefbajoinogpdbpipkbphbjjpn,239,news,Chrome
Siwdesa News,https://chrome.google.com/webstore/detail/siwdesa-news/flfgnafjfcihnllbcoghcoapallgcgen,240,news,Chrome
Política News,https://chrome.google.com/webstore/detail/pol%C3%ADtica-news/pkalljcdeidflgaaecmcaijkgfaifjkf,241,news,Chrome
Ledger Wallet News,https://chrome.google.com/webstore/detail/ledger-wallet-news/hghdabmpcgbfnladjlbkgkkbholjdkfc,242,news,Chrome
TuneYou Radio,https://chrome.google.com/webstore/detail/tuneyou-radio/pogdljdimimljijkaaiaekimfjdnjoll,243,news,Chrome
"Tykkr - Ridiculous Amounts of News, Now.",https://chrome.google.com/webstore/detail/tykkr-ridiculous-amounts/bidhblgejaeihkcafilickciafjimlcc,244,news,Chrome
Los Angeles Dodgers News,https://chrome.google.com/webstore/detail/los-angeles-dodgers-news/ilbadjefahdflmnieegaalbppbohhfbm,245,news,Chrome
News - Rss Reader,https://chrome.google.com/webstore/detail/news-rss-reader/jfeobdmdoohcjgafppibgoomhpjemeah,246,news,Chrome
Share Hacker News on Facebook,https://chrome.google.com/webstore/detail/share-hacker-news-on-face/hgiheeblinonmojjgcgeecfcmnjeojhi,247,news,Chrome
Digital Marketing News and Advice,https://chrome.google.com/webstore/detail/digital-marketing-news-an/benhgkcofjmkfagilaglbjhdcpfccoag,248,news,Chrome
Internacional News,https://chrome.google.com/webstore/detail/internacional-news/jbglclkefbekehkgimdioaegpgcajfai,249,news,Chrome
Jolome News (BJ),https://chrome.google.com/webstore/detail/jolome-news-bj/fichiggbmfndnemijoijblgkgnbegjif,250,news,Chrome
Foxtrick,https://chrome.google.com/webstore/detail/foxtrick/bpfbbngccefbbndginomofgpagkjckik,251,news,Chrome
Hacker News Toolbar,https://chrome.google.com/webstore/detail/hacker-news-toolbar/klgjkppmmjmbfpgamidepddkjmdagobn,252,news,Chrome
Article Analyst,https://chrome.google.com/webstore/detail/article-analyst/ochdgfcjleejnijggkjghkdmledepjdd,253,news,Chrome
The Wall Street Journal News,https://chrome.google.com/webstore/detail/the-wall-street-journal-n/kijngfblmknkjehmjpgdofhhibjiloeh,254,news,Chrome
NewsOJ — Hot News & Breaking News,https://chrome.google.com/webstore/detail/newsoj-%E2%80%94-hot-news-breakin/gmeafioficigjjhlhbdnkpkpfamgehpb,255,news,Chrome
Google News Top Stories Remover,https://chrome.google.com/webstore/detail/google-news-top-stories-r/dgedpkfeahamhnlmfeeobipjomledbji,256,news,Chrome
New York Times News,https://chrome.google.com/webstore/detail/new-york-times-news/ooanndipnoefnpiccjekncflhpoeaefm,257,news,Chrome
