addon_name,addon_url,search_rank,search_term,platform
唧唧Chrome扩展程序,https://chrome.google.com/webstore/detail/%E5%94%A7%E5%94%A7chrome%E6%89%A9%E5%B1%95%E7%A8%8B%E5%BA%8F/kkbeponpcponmcikbgongkmhkbifocpf,77,mp3,Chrome
VLC Video Player Pro,https://chrome.google.com/webstore/detail/vlc-video-player-pro/ofcjnaplfjbajojebhgoikjfcpiecgdi,78,mp3,Chrome
Play HLS M3u8,https://chrome.google.com/webstore/detail/play-hls-m3u8/ckblfoghkjhaclegefojbgllenffajdc,79,mp3,Chrome
IMG inspector,https://chrome.google.com/webstore/detail/img-inspector/hpogobkggapdhmfnamfnhmchcbmehokb,80,mp3,Chrome
Rainy,https://chrome.google.com/webstore/detail/rainy/lcbmijabmhohpnmdjbioodhdlaimbdcf,81,mp3,Chrome
Video editor OpenShot online,https://chrome.google.com/webstore/detail/video-editor-openshot-onl/kdfinbdncekfhibpbnkjedmdofkjghjj,82,mp3,Chrome
Online music radio,https://chrome.google.com/webstore/detail/%E7%BD%91%E7%BB%9C%E9%9F%B3%E4%B9%90%E7%94%B5%E5%8F%B0/ineenlmapbpbomkoapfbekknhnflcink,83,mp3,Chrome
Local Media Player,https://chrome.google.com/webstore/detail/local-media-player/dfjejaldnpbdkacoehinpjplnmfahhop,84,mp3,Chrome
Net Radio,https://chrome.google.com/webstore/detail/net-radio/njbdcefgnalggochpphnbaallniajbfh,85,mp3,Chrome
Multiple Tabs Search,https://chrome.google.com/webstore/detail/multiple-tabs-search/mhbpfljoihafefdodgklimejeacejnde,86,mp3,Chrome
百度音乐超高品质下载,https://chrome.google.com/webstore/detail/%E7%99%BE%E5%BA%A6%E9%9F%B3%E4%B9%90%E8%B6%85%E9%AB%98%E5%93%81%E8%B4%A8%E4%B8%8B%E8%BD%BD/ipmejmaceljdeddadifgmggldnioglca,87,mp3,Chrome
Video & Music Downloader,https://chrome.google.com/webstore/detail/video-music-downloader/nnddhogfcaammjoehfeikhfcfgabcajg,88,mp3,Chrome
OpenWhyd ✚ track,https://chrome.google.com/webstore/detail/openwhyd-%E2%9C%9A-track/foohaghobcolamikniehcnnijdjehfjk,89,mp3,Chrome
Anki-leo - LinguaLeo dictionary export,https://chrome.google.com/webstore/detail/anki-leo-lingualeo-dictio/mpaohidlipnfnkbogpmanchjfjpdgcml,90,mp3,Chrome
iciba,https://chrome.google.com/webstore/detail/iciba/gfjdknmhcnojklipadhmmjgljfhelkga,91,mp3,Chrome
Nice 2 Hack You by Big Data,https://chrome.google.com/webstore/detail/nice-2-hack-you-by-big-da/pllnecbdobiliofejcobkfafgnjdkdej,92,mp3,Chrome
Offcloud.com Extension,https://chrome.google.com/webstore/detail/offcloudcom-extension/mhenombkbjeannffjnhcnelokhkfndch,93,mp3,Chrome
Radio Javan Player,https://chrome.google.com/webstore/detail/radio-javan-player/ckgbnjpcijhjpfnecakkeobeohelllod,94,mp3,Chrome
Media Controller,https://chrome.google.com/webstore/detail/media-controller/igioighnenobjloojpkhplonhedajmfi,95,mp3,Chrome
Peek,https://chrome.google.com/webstore/detail/peek/bfpogemllmpcpclnadighnpeeaegigjk,96,mp3,Chrome
Trevx Audio Player,https://chrome.google.com/webstore/detail/trevx-audio-player/jpnjmnflgaacdljoiognekmfaoifcppe,97,mp3,Chrome
Download by extension,https://chrome.google.com/webstore/detail/download-by-extension/ogflhjilpmfeejjdnelhakfokcldpfki,98,mp3,Chrome
Embedly,https://chrome.google.com/webstore/detail/embedly/ljpehmgoanlmeiiodaincleeiaknmfol,99,mp3,Chrome
SoundCloud Music Downloader Tool,https://chrome.google.com/webstore/detail/soundcloud-music-download/cfakkjkionakendgldlhiloppjpfmocp,100,mp3,Chrome
ii-nya,https://chrome.google.com/webstore/detail/ii-nya/jjimmphcchfcenglmkkdnbblddmmgean,101,mp3,Chrome
Amazon.de Shopping Suche,https://chrome.google.com/webstore/detail/amazonde-shopping-suche/dphjjoijhepbpphpgcjpkmimbmpihlgg,102,mp3,Chrome
